freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250599,Jeremy Hernandez,Male,55,Egypt,Arabic,Machine Learning,6,$40,3.6,Y,
FL250600,Tina Shelton,female,56,Spain,Spanish,DevOps,17,,1.3,,87%
FL250601,Dr. Pamela Larson,Female,28,Canada,English,Blockchain Development,1,75,2.7,TRUE,93%
FL250602,Ryan Ewing,male,60,United States,English,AI,39,USD 100,1.5,,88
FL250603,Mark Cochran,male,34,South Korea,Korean,Blockchain Development,15,20,0,0,100%
FL250604,Martha Carson,female,38,Indonesia,Indonesian,AI,13,$40,0,1,61
FL250605,Heather Jackson,FEMALE,51,South Korea,Korean,Web Development,17,100,3,FALSE,79%
FL250606,Megan Young,f,21,Japan,Japanese,Mobile Apps,1,30,1.2,,73%
FL250607,Thomas Davis,M,35,Italy,Italian,UI/UX Design,16,,1.3,1,64%
FL250608,Thomas Mooney,M,27,Brazil,Portuguese,Web Development,9,$100,,TRUE,
FL250609,Susan Smith,FEMALE,42,Turkey,Turkish,Mobile Apps,20,USD 50,3.8,N,93%
FL250610,Brianna Orr,F,52,Canada,English,Blockchain Development,29,30,3.8,0,68%
FL250611,Dustin Smith,male,53,South Korea,Korean,Web Development,21,40,4.7,1,62%
FL250612,Sarah White,FEMALE,54,Italy,Italian,Mobile Apps,28,USD 40,1.1,no,
FL250613,Michael Davis,MALE,51,Japan,Japanese,Graphic Design,5,50,4.2,1,82%
FL250614,Jennifer Phillips,f,30,South Korea,Korean,Web Development,0,,0,0,
FL250615,Dana Sanders,Female,45,Netherlands,Dutch,Machine Learning,27,USD 75,0,,85%
FL250616,Daniel Quinn,male,57,Indonesia,Indonesian,Graphic Design,26,USD 100,2.4,1,78%
FL250617,Matthew Steele,Male,38,Turkey,Turkish,Blockchain Development,19,40,0,1,86%
FL250618,Michele Taylor,FEMALE,42,Russia,Russian,DevOps,24,USD 40,,FALSE,88%
FL250619,Ashley Hammond,Female,30,South Africa,Afrikaans,DevOps,7,30,3.3,,68%
FL250620,Nicole Taylor,female,43,Australia,English,Web Development,13,$100,1.4,1,97%
FL250621,Casey Bush,Male,22,Egypt,Arabic,UI/UX Design,2,$75,1.7,no,91%
FL250622,Samuel Patterson,M,57,Mexico,Spanish,Machine Learning,37,30,4.8,FALSE,
FL250623,Craig Dennis,MALE,44,United Kingdom,English,Graphic Design,1,,4.8,N,97%
FL250624,Heidi Dixon,female,46,China,Mandarin,DevOps,5,USD 30,2,yes,64%
FL250625,David Bishop,Male,,Spain,Spanish,Blockchain Development,1,USD 50,2.8,no,87%
FL250626,Laura Butler,Female,34,Australia,English,Data Analysis,2,100,0,0,86
FL250627,Denise Erickson,F,46,Italy,Italian,Mobile Apps,,$100,4.4,1,97
FL250628,Nicole Austin,f,22,France,French,Blockchain Development,0,USD 30,4.9,FALSE,73%
FL250629,Summer Williams,female,23,South Africa,Afrikaans,AI,0,USD 75,2.3,,60%
FL250630,Angela Blackwell,F,60,Turkey,Turkish,Web Development,41,$40,4.9,1,66
FL250631,Thomas Wall,m,20,Canada,English,DevOps,,$75,4.3,0,90%
FL250632,Sarah Anderson,f,41,South Korea,Korean,UI/UX Design,23,$75,1.4,0,
FL250633,Christian Lane,m,24,France,French,Mobile Apps,0,100,,no,
FL250634,Todd Casey,m,44,Netherlands,Dutch,Machine Learning,4,,1.3,yes,77
FL250635,David Martinez,MALE,52,China,Mandarin,UI/UX Design,4,75,2.3,1,79%
FL250636,Donald Salas,M,35,Spain,Spanish,Machine Learning,13,40,3.6,0,83%
FL250637,Emma Hicks,Female,24,Netherlands,Dutch,DevOps,2,$50,,N,64%
FL250638,Alison Clark,FEMALE,46,Australia,English,Cybersecurity,25,$100,1.3,no,80%
FL250639,Andrew Barnes,M,57,Mexico,Spanish,Mobile Apps,18,USD 30,1.1,FALSE,90%
FL250640,Gina Snyder,F,49,Mexico,Spanish,Web Development,24,$50,0,0,94%
FL250641,David Watson,MALE,41,Japan,Japanese,AI,7,40,1.8,FALSE,70%
FL250642,John Davis,male,22,Mexico,Spanish,Machine Learning,1,USD 20,,yes,75%
FL250643,Joseph Thomas,male,50,Australia,English,Blockchain Development,17,75,3.3,1,69%
FL250644,Dean Finley,male,57,Germany,German,Graphic Design,4,USD 30,4.2,0,
FL250645,Ashley Kemp,FEMALE,47,Mexico,Spanish,AI,29,$50,,1,79%
FL250646,Kenneth Evans,M,24,South Africa,Afrikaans,Data Analysis,2,$100,3.8,1,71%
FL250647,Brandon Newman,male,,India,Hindi,Cybersecurity,9,100,4.8,Y,72%
FL250648,Katie Hensley,FEMALE,50,Germany,German,DevOps,10,$100,4.3,N,93%
FL250649,Joel Randolph,M,46,Brazil,Portuguese,Machine Learning,20,,4.8,1,82%
FL250650,Andrew Scott,male,51,Australia,English,Cybersecurity,9,$40,,N,60
FL250651,Zachary Ochoa,MALE,51,United Kingdom,English,AI,12,20,4,0,93
FL250652,John Arroyo,m,27,United Kingdom,English,AI,3,USD 50,,FALSE,
FL250653,Matthew Fernandez,MALE,42,Spain,Spanish,Web Development,13,30,0,FALSE,74%
FL250654,Benjamin Stark,MALE,25,Germany,German,UI/UX Design,4,$40,2.3,yes,73
FL250655,Tammy Greer,Female,32,Germany,German,Data Analysis,9,75,,N,96%
FL250656,Cynthia Mckinney,female,59,Canada,English,Graphic Design,14,30,3.8,,66%
FL250657,Wendy Rice,FEMALE,59,France,French,Cybersecurity,37,30,4,FALSE,62%
FL250658,Randy Bender,Male,29,Germany,German,Graphic Design,2,USD 75,2.2,Y,85%
FL250659,Richard Dominguez,MALE,58,China,Mandarin,AI,11,100,4.3,0,66%
FL250660,Melissa Maldonado,f,56,Canada,English,Cybersecurity,19,20,0,0,87%
FL250661,Leah Harris,F,36,United States,English,Machine Learning,9,20,0,1,68
FL250662,Lynn French,Female,52,Canada,English,UI/UX Design,16,100,4,1,
FL250663,Angela Johnson,Female,42,Netherlands,Dutch,Mobile Apps,8,USD 50,,,
FL250664,Sarah Edwards,FEMALE,59,India,Hindi,Mobile Apps,34,100,2,1,79%
FL250665,Roy Collins,male,33,Netherlands,Dutch,Mobile Apps,5,$50,4.7,1,88%
FL250666,Samantha Porter,F,55,Canada,English,Web Development,14,USD 50,3.6,1,81%
FL250667,Juan Elliott,male,47,South Korea,Korean,UI/UX Design,17,50,1.2,N,
FL250668,Elizabeth Phillips,FEMALE,29,Mexico,Spanish,AI,10,,4.4,Y,67%
FL250669,Laura Evans,Female,30,United Kingdom,English,DevOps,8,100,1.4,yes,62
FL250670,Amanda Mitchell,FEMALE,25,Canada,English,DevOps,1,USD 30,3.2,0,87%
FL250671,Sandra Williams,female,28,Egypt,Arabic,Cybersecurity,10,,3.8,yes,98%
FL250672,Eric Johnson,male,29,South Korea,Korean,Blockchain Development,0,$75,1.5,TRUE,64%
FL250673,Javier Hobbs,Male,30,Spain,Spanish,Graphic Design,4,,2.8,1,71%
FL250674,Jacob Jones,male,47,Egypt,Arabic,AI,2,50,2.7,no,96
FL250675,Zachary Murphy,MALE,34,Australia,English,Blockchain Development,10,$30,3.9,,
FL250676,Joshua Owens,M,45,United States,English,Graphic Design,16,100,4.6,N,78%
FL250677,Dawn Mitchell,F,56,Spain,Spanish,Cybersecurity,27,$20,2.2,FALSE,70%
FL250678,Regina Dunn,female,49,China,Mandarin,DevOps,20,50,2.5,0,82%
FL250679,Ernest Cole,MALE,48,France,French,AI,10,,3.1,FALSE,
FL250680,Hannah Sanders,female,29,South Korea,Korean,Graphic Design,0,$20,,1,99%
FL250681,Ellen Bowman,Female,49,Netherlands,Dutch,Web Development,11,75,3.8,Y,93%
FL250682,Nancy Moore,FEMALE,22,China,Mandarin,Blockchain Development,1,100,4.8,Y,75%
FL250683,Joseph Wood,m,52,Mexico,Spanish,Graphic Design,30,USD 100,2.5,,61
FL250684,Michael Harrell,MALE,60,Canada,English,Blockchain Development,7,USD 30,0,no,97%
FL250685,Connie Mcclain,F,33,Japan,Japanese,UI/UX Design,0,$100,1.7,1,95
FL250686,Matthew Baldwin,M,52,South Korea,Korean,Graphic Design,21,USD 40,4,,69%
FL250687,Danielle Nelson,f,25,Germany,German,DevOps,7,USD 100,1.9,FALSE,63%
FL250688,Steven Moore,M,33,Japan,Japanese,Cybersecurity,,USD 30,4.4,TRUE,65%
FL250689,Megan Hudson,f,33,China,Mandarin,Mobile Apps,,,4.2,Y,90%
FL250690,Lisa Johnson,Female,52,Canada,English,UI/UX Design,25,100,4.8,N,
FL250691,Tracy White,f,20,Indonesia,Indonesian,Web Development,1,USD 30,2,no,89%
FL250692,Natalie Diaz,FEMALE,43,Russia,Russian,Data Analysis,7,USD 50,,1,80%
FL250693,Amanda Mitchell,female,31,France,French,Mobile Apps,,50,1.4,no,80%
FL250694,Karen Scott,FEMALE,29,Germany,German,Data Analysis,6,100,1.8,N,
FL250695,Mary Brown,FEMALE,53,South Africa,Afrikaans,Graphic Design,35,,0,1,67%
FL250696,Jon Jones,male,38,India,Hindi,Mobile Apps,1,USD 40,0,0,96%
FL250697,Jason Phillips,Male,29,Spain,Spanish,Graphic Design,,20,0,0,90%
FL250698,Eric Walsh,M,42,South Korea,Korean,UI/UX Design,0,,3.9,FALSE,62%
FL250699,Carol Schneider,f,54,United States,English,Machine Learning,9,100,,N,72%
FL250700,Juan Hines,MALE,56,China,Mandarin,UI/UX Design,18,USD 50,4.4,Y,83%
FL250701,Martha Sweeney,f,47,Turkey,Turkish,Graphic Design,22,100,4.4,no,70%
FL250702,Jason Weaver,m,45,Russia,Russian,Blockchain Development,25,50,0,no,99
FL250703,Benjamin Stevens,M,45,China,Mandarin,Data Analysis,6,50,1.4,,97
FL250704,Daniel Lopez,M,35,Canada,English,Machine Learning,10,20,3.2,TRUE,77%
FL250705,John Simpson,male,51,Canada,English,DevOps,4,USD 50,2,no,92%
FL250706,Katrina Schultz,F,34,Spain,Spanish,Mobile Apps,11,50,3.3,yes,76%
FL250707,Danielle Bell,FEMALE,51,Indonesia,Indonesian,Graphic Design,1,$50,0,Y,97%
FL250708,Jason Brady,M,58,Egypt,Arabic,Graphic Design,35,USD 100,2.3,Y,
FL250709,Megan Bright,f,36,Netherlands,Dutch,Web Development,17,$20,0,1,99
FL250710,David Griffin,MALE,,Russia,Russian,AI,12,30,2.6,Y,
FL250711,Michael Clark,M,56,South Africa,Afrikaans,Machine Learning,30,40,3.3,yes,82%
FL250712,Rebecca Barker,f,58,Canada,English,Cybersecurity,20,75,3.6,yes,78%
FL250713,Angela Smith,f,58,United States,English,Cybersecurity,22,100,3.7,0,
FL250714,Christina Wright,F,54,United Kingdom,English,AI,32,$20,3.4,no,
FL250715,Todd Turner,male,53,Australia,English,UI/UX Design,9,50,4,Y,72%
FL250716,Elizabeth Green,Female,43,Australia,English,Web Development,22,40,4.5,,
FL250717,Alex Smith,M,44,South Korea,Korean,Machine Learning,1,75,4.3,1,
FL250718,Shane Hale,M,34,Canada,English,Cybersecurity,4,75,4,1,
FL250719,Kathy Grimes,female,27,Brazil,Portuguese,Mobile Apps,8,$50,1.6,yes,
FL250720,David Cherry,m,50,Japan,Japanese,Data Analysis,3,100,0,Y,
FL250721,Rachel Rogers,female,52,South Korea,Korean,UI/UX Design,30,75,,no,94%
FL250722,Travis Braun,MALE,57,Spain,Spanish,Blockchain Development,11,USD 20,4.9,Y,
FL250723,Shawna Palmer,female,53,Mexico,Spanish,DevOps,8,20,2.8,TRUE,
FL250724,Bradley Gaines,m,51,Turkey,Turkish,UI/UX Design,11,USD 30,3.6,Y,77%
FL250725,April Ford,FEMALE,37,Canada,English,Cybersecurity,9,$50,,yes,84
FL250726,James Gonzalez,MALE,40,Spain,Spanish,Web Development,7,40,4.5,,79
FL250727,John Castillo,m,60,Japan,Japanese,Data Analysis,24,USD 40,3.1,0,69%
FL250728,Ian Hayes,M,60,France,French,UI/UX Design,0,40,4.9,Y,68%
FL250729,Christine Castro,Female,53,South Korea,Korean,UI/UX Design,21,$30,4.2,1,73
FL250730,Jessica Chaney,Female,20,Mexico,Spanish,Blockchain Development,0,75,3.2,1,74%
FL250731,John Gray,MALE,42,Russia,Russian,Web Development,7,USD 20,,FALSE,100%
FL250732,Shane Booker,M,21,United Kingdom,English,Mobile Apps,3,40,0,0,87%
FL250733,Kyle Hall,m,39,Germany,German,Web Development,21,100,2.2,0,79%
FL250734,Ronald Munoz,m,32,India,Hindi,Blockchain Development,,30,1.5,0,68%
FL250735,Christopher Long,M,35,Germany,German,Data Analysis,,USD 100,,0,84%
FL250736,Sandra Ali,f,35,France,French,UI/UX Design,17,50,3.1,0,71%
FL250737,Jessica Garza,FEMALE,23,Argentina,Spanish,UI/UX Design,0,75,0,no,92%
FL250738,Gregory Waters,M,26,Netherlands,Dutch,AI,6,USD 100,,no,69%
FL250739,Misty Adams,F,34,Canada,English,Machine Learning,3,,0,1,71%
FL250740,Megan Brown,Female,34,Germany,German,Blockchain Development,3,,,FALSE,77%
FL250741,Gregory Brown,m,57,Italy,Italian,Web Development,31,50,3,TRUE,87%
FL250742,Scott Alexander MD,MALE,46,Canada,English,Web Development,5,$30,2.6,no,76%
FL250743,Eric Nguyen,male,55,India,Hindi,AI,37,USD 75,4.1,no,
FL250744,Wendy Boyer,FEMALE,32,Australia,English,DevOps,10,USD 50,1.5,FALSE,65%
FL250745,Mark Clark,M,53,Indonesia,Indonesian,AI,28,USD 50,2.9,yes,82%
FL250746,Carl Kline,male,59,Mexico,Spanish,AI,0,100,0,Y,87
FL250747,Linda Williams,F,44,Netherlands,Dutch,Machine Learning,19,$40,4.9,N,100%
FL250748,Jason Edwards,Male,35,Egypt,Arabic,Blockchain Development,9,USD 50,3,N,71
FL250749,Madison Mcintosh,f,42,China,Mandarin,Machine Learning,5,30,4.9,1,87
FL250750,Desiree Winters,f,58,South Korea,Korean,Blockchain Development,0,USD 30,4.6,0,70
FL250751,Ryan Taylor,MALE,41,Netherlands,Dutch,AI,21,USD 100,2.2,1,83%
FL250752,Patricia Scott,female,,Argentina,Spanish,Web Development,0,40,,Y,74%
FL250753,Erin Jimenez,FEMALE,23,Canada,English,Blockchain Development,0,30,1.1,yes,86%
FL250754,Anthony Krause,M,51,China,Mandarin,Blockchain Development,17,40,4.5,1,72%
FL250755,Diane Dean,FEMALE,42,France,French,AI,21,,2.5,TRUE,73%
FL250756,Stuart Mckinney,MALE,26,Japan,Japanese,Data Analysis,7,USD 75,2.9,0,78%
FL250757,Kellie Le,f,49,Indonesia,Indonesian,AI,22,75,0,TRUE,
FL250758,Lauren Henry,female,37,Italy,Italian,DevOps,,USD 75,3.5,N,75%
FL250759,Brandon Fox,M,31,Australia,English,AI,1,40,4.5,0,96%
FL250760,Richard Smith,MALE,51,South Korea,Korean,Mobile Apps,5,USD 40,1.7,yes,61%
FL250761,John White,m,60,China,Mandarin,DevOps,40,50,4.6,TRUE,100%
FL250762,Gilbert Mcintyre,M,51,Canada,English,Blockchain Development,19,50,,Y,82%
FL250763,Christopher Sparks,m,37,Germany,German,Graphic Design,12,,4.9,1,80%
FL250764,Aaron Hicks,male,52,India,Hindi,Blockchain Development,7,40,2.2,,96%
FL250765,Jose Patterson,m,27,Indonesia,Indonesian,Blockchain Development,4,20,,0,63%
FL250766,Bryan Long,m,48,Australia,English,Graphic Design,24,$40,2.2,0,67%
FL250767,Tammy Gomez,F,22,Japan,Japanese,Data Analysis,1,USD 30,3.3,1,61%
FL250768,Diana Raymond,FEMALE,48,Germany,German,Mobile Apps,28,USD 30,4.9,0,77%
FL250769,Jessica Armstrong,F,54,United States,English,Mobile Apps,19,75,0,,
FL250770,Amanda Martin,Female,52,South Korea,Korean,Data Analysis,4,50,,N,84%
FL250771,Anne Hamilton,female,39,Turkey,Turkish,Web Development,20,USD 100,,Y,89%
FL250772,Heather Curtis,f,54,Russia,Russian,Mobile Apps,19,USD 30,4,,90%
FL250773,Tiffany Moses,Female,22,United States,English,Cybersecurity,1,20,4.8,FALSE,87%
FL250774,Jacqueline Moon,FEMALE,29,South Africa,Afrikaans,Mobile Apps,8,50,0,0,77%
FL250775,James Campbell,M,23,Spain,Spanish,DevOps,3,USD 30,1.6,Y,72%
FL250776,Melissa Vasquez,F,58,Mexico,Spanish,DevOps,30,50,1.3,yes,87%
FL250777,Katherine Carlson,f,56,China,Mandarin,Blockchain Development,3,40,4.1,TRUE,89%
FL250778,Adam Clay,M,48,Turkey,Turkish,Web Development,19,40,1.5,0,87%
FL250779,Amy Combs,Female,31,Russia,Russian,Mobile Apps,11,USD 40,4.3,Y,76%
FL250780,Anthony Case,M,44,Australia,English,Machine Learning,26,50,1.6,,100%
FL250781,Kimberly Brown,F,42,Egypt,Arabic,Mobile Apps,10,100,3.7,Y,94%
FL250782,Joshua Holloway,Male,59,United States,English,Cybersecurity,17,50,1.4,yes,
FL250783,Cynthia Walton,F,,Argentina,Spanish,Blockchain Development,9,$100,4.5,Y,83
FL250784,Shawn Delgado,M,21,China,Mandarin,Data Analysis,0,USD 40,3.7,0,74%
FL250785,Jeremy Smith,Male,53,United Kingdom,English,DevOps,5,75,1.1,0,92
FL250786,Marc Ortiz,M,35,Argentina,Spanish,Mobile Apps,15,,3.7,FALSE,66%
FL250787,Michelle Gregory,Female,25,Brazil,Portuguese,Machine Learning,3,$50,3.2,TRUE,74%
FL250788,Melanie Gay,female,23,Italy,Italian,UI/UX Design,1,30,5,N,97%
FL250789,Brittany Lambert,F,56,Egypt,Arabic,Graphic Design,13,30,0,,77
FL250790,Mary Hernandez,female,31,Mexico,Spanish,UI/UX Design,6,,3.5,no,86%
FL250791,Jonathan Jones,M,24,United States,English,Cybersecurity,4,50,3.1,FALSE,95%
FL250792,Gina Williams,FEMALE,35,Brazil,Portuguese,Cybersecurity,7,,3.9,0,72%
FL250793,Kelly Lawson,FEMALE,20,Spain,Spanish,AI,1,,3.5,0,71%
FL250794,Keith Smith,Male,26,Australia,English,Data Analysis,5,$100,2.5,TRUE,93%
FL250795,Christopher Hunter,M,54,United Kingdom,English,DevOps,29,USD 40,3.1,1,
FL250796,Dwayne Parks,m,53,Russia,Russian,Cybersecurity,12,100,4.7,1,87%
FL250797,Mary Hall,Female,33,Canada,English,DevOps,4,,1.9,FALSE,73
FL250798,Jake Gilmore,m,43,Netherlands,Dutch,Web Development,12,,1.6,1,74%
FL250799,Mark Lopez,M,37,Canada,English,DevOps,3,20,2.5,N,62%
FL250800,Dana Rice,female,58,France,French,Data Analysis,15,20,3.5,,98%
FL250801,Beth Young,FEMALE,39,Spain,Spanish,Mobile Apps,15,50,,0,80%
FL250802,Ryan Powell,male,43,Turkey,Turkish,Graphic Design,13,USD 20,1.2,Y,69
FL250803,Amanda Fowler,Female,40,Spain,Spanish,Blockchain Development,20,USD 30,,FALSE,90
FL250804,Lindsay Rivera,f,51,United Kingdom,English,Machine Learning,30,75,,TRUE,74%
FL250805,Mark Ward,male,23,Germany,German,AI,4,50,4.5,N,98%
FL250806,Amanda Smith,f,31,Indonesia,Indonesian,Graphic Design,,USD 20,,Y,84%
FL250807,Emily Brown,FEMALE,44,Russia,Russian,Web Development,3,$20,5,yes,75%
FL250808,Dwayne Cardenas,Male,56,Germany,German,Mobile Apps,23,75,3.9,1,
FL250809,Dr. Rhonda Hernandez,FEMALE,48,Australia,English,Cybersecurity,5,$100,1.8,TRUE,97%
FL250810,Melody Barker,f,46,Russia,Russian,Web Development,28,30,4.2,TRUE,
FL250811,Russell Carpenter,M,21,Egypt,Arabic,AI,0,20,2.6,no,64%
FL250812,Richard Hill,m,52,Russia,Russian,Data Analysis,30,30,2,1,68%
FL250813,Lindsay Potts,f,39,Russia,Russian,Graphic Design,20,$75,2.7,1,67%
FL250814,Michelle Campbell,f,31,Australia,English,Mobile Apps,0,30,2.3,no,79%
FL250815,Alan Williams,m,22,South Korea,Korean,UI/UX Design,4,$40,3.8,TRUE,100%
FL250816,Robin Hinton,f,38,United Kingdom,English,UI/UX Design,10,40,,N,66%
FL250817,Brian Holland,Male,44,Argentina,Spanish,Graphic Design,24,USD 75,4.6,no,97%
FL250818,Adam Stone,M,53,Indonesia,Indonesian,Machine Learning,21,100,3.4,0,62%
FL250819,Curtis Lambert,Male,22,China,Mandarin,Data Analysis,2,USD 20,,no,
FL250820,Alexandra Sims,Female,40,India,Hindi,Blockchain Development,14,75,0,1,79%
FL250821,Brenda Spencer,female,49,China,Mandarin,Mobile Apps,15,40,3.9,FALSE,86%
FL250822,Joshua Bush,MALE,30,Australia,English,UI/UX Design,11,$30,4.2,0,65%
FL250823,Erin Martin,female,37,Japan,Japanese,AI,6,20,,,99%
FL250824,Alexander Hogan,male,21,Egypt,Arabic,Graphic Design,2,100,3.6,FALSE,85
FL250825,William Harris,Male,20,South Korea,Korean,AI,1,USD 50,,yes,81%
FL250826,Michael Mcmahon,male,20,China,Mandarin,Data Analysis,2,$40,2.1,N,64%
FL250827,Michael Watson,MALE,20,Argentina,Spanish,Machine Learning,2,20,3.9,FALSE,84%
FL250828,Lori Perez,f,26,Russia,Russian,Machine Learning,2,40,0,,66%
FL250829,Lindsay Le,female,50,South Korea,Korean,Web Development,12,$75,0,FALSE,75
FL250830,Scott Long,Male,50,Spain,Spanish,AI,28,30,1.8,,
FL250831,Diana Ferguson,Female,54,Indonesia,Indonesian,AI,4,20,1.1,1,63%
FL250832,Joseph Miller,male,54,Spain,Spanish,Blockchain Development,3,20,1.6,Y,70%
FL250833,Julia Reid,Female,34,Egypt,Arabic,Machine Learning,4,$30,3.1,,90%
FL250834,Samantha Matthews,Female,20,Italy,Italian,DevOps,1,50,3.4,1,79
FL250835,Brian Bailey,male,29,Germany,German,AI,8,40,3.1,N,60%
FL250836,Toni Hinton,female,57,United Kingdom,English,DevOps,11,USD 75,2.3,0,
FL250837,Robin Ortiz,F,36,Netherlands,Dutch,AI,8,USD 40,,N,80%
FL250838,Adam Griffith,Male,51,South Korea,Korean,Web Development,32,$50,3.2,0,88
FL250839,Daniel Roberson,m,44,India,Hindi,UI/UX Design,4,USD 30,0,N,80%
FL250840,Dale Haynes,Male,58,Spain,Spanish,Cybersecurity,33,30,3.3,Y,71%
FL250841,Emily Scott,f,38,South Africa,Afrikaans,Mobile Apps,14,,1.1,1,76%
FL250842,David Brown,M,24,United States,English,UI/UX Design,6,USD 30,4.6,1,93%
FL250843,Stephanie Guzman,F,30,Turkey,Turkish,Blockchain Development,5,USD 30,,0,
FL250844,Maxwell Johnson,MALE,25,Indonesia,Indonesian,Cybersecurity,3,75,,0,83%
FL250845,Reginald Stephens,M,54,Indonesia,Indonesian,Mobile Apps,17,$100,0,0,71%
FL250846,Justin Jones,male,54,Italy,Italian,Cybersecurity,9,USD 20,0,yes,96%
FL250847,Kristine Garcia,F,53,France,French,Graphic Design,16,40,0,no,
FL250848,John Nguyen,male,22,Russia,Russian,AI,3,75,3.4,Y,65%
FL250849,Anna Fleming,female,23,Mexico,Spanish,Data Analysis,2,USD 20,1.3,N,
FL250850,Linda Williamson,FEMALE,47,France,French,Cybersecurity,16,50,1.9,0,71%
FL250851,Roy Wilson,Male,24,France,French,Web Development,6,50,1.4,Y,63
FL250852,Jennifer Pierce,f,57,India,Hindi,UI/UX Design,10,$100,4.3,FALSE,
FL250853,Jason Johnson,Male,48,Spain,Spanish,Graphic Design,16,$30,,no,97%
FL250854,Jasmine Lane,Female,21,Turkey,Turkish,UI/UX Design,0,$100,4.3,0,
FL250855,Evan Soto,m,33,Japan,Japanese,AI,13,USD 75,0,TRUE,
FL250856,Kevin Serrano,Male,41,Turkey,Turkish,DevOps,12,,1.3,0,85%
FL250857,Nathaniel Benson,MALE,40,Australia,English,Cybersecurity,13,USD 50,2.9,no,82%
FL250858,Deanna Miles,f,40,Mexico,Spanish,Graphic Design,22,USD 40,4.3,0,95%
FL250859,Beverly Roy,Female,20,United States,English,Graphic Design,1,,2.7,0,94
FL250860,Heather Saunders,F,42,Mexico,Spanish,Web Development,,$50,4.2,,96%
FL250861,Nicholas Guerrero,m,32,Canada,English,Blockchain Development,12,40,0,yes,63%
FL250862,Christopher Johnson,Male,60,Japan,Japanese,AI,,20,2.2,FALSE,60%
FL250863,Steven Flowers,M,46,Egypt,Arabic,Machine Learning,12,50,4.7,yes,77%
FL250864,Marvin Woods III,male,29,China,Mandarin,DevOps,0,30,0,0,63%
FL250865,Michelle Cook,FEMALE,39,Brazil,Portuguese,Mobile Apps,18,20,2.5,yes,61%
FL250866,Logan Zamora,MALE,55,Russia,Russian,Mobile Apps,2,$50,3.9,yes,88%
FL250867,Casey Roberts,m,55,Turkey,Turkish,Cybersecurity,,USD 100,1.2,1,69%
FL250868,Jerry Price,Male,40,Indonesia,Indonesian,Data Analysis,2,75,4.5,yes,
FL250869,Kelly Ellis,f,56,China,Mandarin,UI/UX Design,35,$40,2.7,TRUE,82%
FL250870,Caleb Guerra,MALE,57,Mexico,Spanish,Mobile Apps,21,75,2,N,96%
FL250871,Samantha Norman,F,56,Russia,Russian,DevOps,3,$40,1.7,N,71%
FL250872,Sarah Clarke,f,49,Germany,German,Mobile Apps,24,$75,3,1,77%
FL250873,Aaron Blair,MALE,26,Spain,Spanish,Blockchain Development,,$75,2.1,yes,
FL250874,Courtney Burton,Female,36,South Korea,Korean,UI/UX Design,0,75,1.5,,73%
FL250875,Gerald Taylor,M,20,Russia,Russian,Web Development,2,USD 30,1.7,TRUE,60%
FL250876,Mary Ward,f,40,Spain,Spanish,AI,,,1.2,1,67%
FL250877,Mrs. Lisa Beard DVM,female,30,India,Hindi,Mobile Apps,6,75,0,FALSE,80%
FL250878,Larry Wallace,Male,51,Australia,English,Graphic Design,21,20,,Y,
FL250879,Jeremiah Thompson,Male,46,United States,English,UI/UX Design,24,40,3.3,1,87%
FL250880,Mrs. Jessica Williams DVM,FEMALE,25,South Korea,Korean,AI,6,20,2.1,no,
FL250881,Martin Moreno,male,53,Netherlands,Dutch,Web Development,32,50,,1,
FL250882,Yolanda Proctor,FEMALE,50,Egypt,Arabic,Mobile Apps,31,USD 100,2.9,Y,89%
FL250883,Allen Turner,male,45,South Korea,Korean,AI,,USD 20,3.3,TRUE,93%
FL250884,Beth Huff,F,48,Canada,English,Cybersecurity,24,100,4.8,1,84%
FL250885,John Mckinney,MALE,30,Indonesia,Indonesian,DevOps,,$100,4.5,,78%
FL250886,Sarah Ho,F,33,Netherlands,Dutch,UI/UX Design,6,$50,3.1,no,90%
FL250887,Lindsey Wang,F,50,United Kingdom,English,DevOps,11,,4.9,1,88%
FL250888,Margaret Schwartz,Female,24,Indonesia,Indonesian,Data Analysis,,$20,0,0,76%
FL250889,Kyle Ray,male,38,Italy,Italian,Web Development,14,75,1.5,N,62%
FL250890,Isaac Hebert,MALE,56,Japan,Japanese,DevOps,2,$75,2.4,N,
FL250891,Michele Jones,f,41,Russia,Russian,DevOps,2,USD 100,4.5,N,75
FL250892,Austin Allen,Male,,Italy,Italian,UI/UX Design,11,USD 100,2.5,yes,80
FL250893,Haley Castro,f,42,Germany,German,Graphic Design,13,30,3.3,,63%
FL250894,David Armstrong,Male,26,India,Hindi,Blockchain Development,7,75,3,,84%
FL250895,Wendy Mitchell,f,44,Canada,English,Cybersecurity,25,75,2.7,1,78
FL250896,Anthony Hernandez,MALE,46,Canada,English,Graphic Design,20,$20,1.2,FALSE,74%
FL250897,Erica Johnson,female,36,United States,English,UI/UX Design,8,50,4.3,0,90%
FL250898,Randall Barrett,Male,26,Netherlands,Dutch,AI,6,$40,1.3,0,
FL250899,Nathan Huff,male,21,Germany,German,UI/UX Design,3,50,4.6,Y,
FL250900,Robin Walsh,f,39,Indonesia,Indonesian,UI/UX Design,18,50,2.1,0,75
FL250901,Yvonne Robinson,Female,37,United States,English,Blockchain Development,18,40,4.5,no,72%
