Column1,Freelancer_Id,Name,Gender,Age,Country,Language,Skill,Experience,Hourly_Rate(Usd),Rating,Is_Active,Client_Satisfaction
555,250556,David Spence,Male,48,South Korea,Korean,Cybersecurity,21,40,0,TRUE,0.79
556,250557,Tyler Cooper,Male,28,United States,English,UI/UX Design,1,20,4.7,FALSE,0.93
557,250558,Sean Martinez,Male,41,Turkey,Turkish,Graphic Design,15,40,3.8,TRUE,0.79
558,250559,Janet Barron,Female,57,South Africa,Afrikaans,Cybersecurity,33,100,3.5,FALSE,0.74
559,250560,Rodney Wilson,Male,60,Argentina,Spanish,Graphic Design,39,75,4,Unknown,0.7
560,250561,Kimberly Fitzgerald,Female,48,Egypt,Arabic,Graphic Design,21,30,1.6,TRUE,0.67
561,250562,Nicole Davis,Female,24,France,French,Cybersecurity,5,40,3,FALSE,0.86
562,250563,Elizabeth Hayes,Female,33,Mexico,Spanish,DevOps,11,50,5,TRUE,0.69
563,250564,Kathy Faulkner,Female,20,Turkey,Turkish,Graphic Design,0,30,4.8,TRUE,0.68
564,250565,John Gonzales,Male,59,United Kingdom,English,DevOps,15,50,2.5,FALSE,0.79
565,250566,Shannon Luna,Female,42,China,Mandarin,DevOps,22,50,2.9,FALSE,0.61
566,250567,Stephanie Burton,Female,22,Turkey,Turkish,UI/UX Design,3,50,3,TRUE,0.96
567,250568,Kevin Gonzales,Male,41,Canada,English,Cybersecurity,11,50,3.5,TRUE,0.68
568,250569,Dawn Hardy,Female,25,Argentina,Spanish,Web Development,5,40,2.5,TRUE,0.75
569,250570,Margaret Perkins,Female,38,Canada,English,UI/UX Design,3,40,4.7,FALSE,0.69
570,250571,Amanda Vargas,Female,43,United States,English,DevOps,1,50,2.9,FALSE,0.78
571,250572,Tonya Gonzalez,Female,54,Mexico,Spanish,AI,1,75,4.4,TRUE,0.79
572,250573,Elizabeth Bowman,Female,31,Indonesia,Indonesian,Mobile Apps,2,40,2.3,FALSE,0.98
573,250574,Ariana Pittman,Female,56,Mexico,Spanish,AI,3,30,3.7,Unknown,0.83
574,250575,Antonio Johnson,Male,46,Mexico,Spanish,Graphic Design,11,40,1.8,TRUE,0.91
575,250576,Justin Lang,Male,60,Egypt,Arabic,AI,9,100,0,TRUE,0.96
576,250577,Kelli Ramirez,Female,28,South Korea,Korean,Graphic Design,2,50,2.5,TRUE,0.85
577,250578,Deborah Torres,Female,43,Indonesia,Indonesian,Web Development,20,30,2.7,FALSE,0.72
578,250579,Joseph Horn,Male,41,France,French,Web Development,11,20,4.7,Unknown,0.69
579,250580,Christopher Robinson,Male,41,United Kingdom,English,DevOps,0,20,3.1,FALSE,0.9
580,250581,Sandra Mccormick,Female,40,United Kingdom,English,Mobile Apps,20,20,2.3,FALSE,0.92
581,250582,Michael Holland,Male,45,Germany,German,DevOps,3,20,1.3,TRUE,0.91
582,250583,Kenneth Stevenson,Male,47,Egypt,Arabic,DevOps,28,50,2.9,TRUE,0.79
583,250584,Timothy Bennett,Male,34,India,Hindi,Data Analysis,0,40,3.3,FALSE,0.98
584,250585,Gregory Randall,Male,47,United States,English,UI/UX Design,4,20,4.2,Unknown,0.82
585,250586,Charles Martinez,Male,32,Mexico,Spanish,UI/UX Design,9,40,1.3,TRUE,0.83
586,250587,James Hall,Male,28,United Kingdom,English,Mobile Apps,2,100,4.4,TRUE,0.79
587,250588,Michael Garcia,Male,32,Australia,English,DevOps,1,100,3.4,TRUE,0.79
588,250589,Michele Duran,Female,49,Netherlands,Dutch,AI,2,100,3.4,TRUE,0.85
589,250590,Jessica Gray,Female,36,Argentina,Spanish,Mobile Apps,16,20,3.2,Unknown,0.79
590,250591,Keith Shaffer,Male,59,Mexico,Spanish,Blockchain Development,22,20,3.6,FALSE,0.63
591,250592,Jessica Decker,Female,52,Canada,English,Cybersecurity,22,20,0,FALSE,0.79
592,250593,Brianna Pittman,Female,24,China,Mandarin,Blockchain Development,5,40,1.8,TRUE,0.86
593,250594,Kimberly Hunter,Female,26,Australia,English,Graphic Design,2,75,2.5,TRUE,0.6
594,250595,Daniel Martin,Male,55,Canada,English,Cybersecurity,24,40,2,TRUE,0.88
595,250596,Rachel Smith,Female,56,Italy,Italian,Mobile Apps,37,40,0,FALSE,0.7
596,250597,Michael Miller,Male,36,France,French,Graphic Design,3,50,1.3,TRUE,0.77
597,250598,Willie Clark,Male,48,Argentina,Spanish,Web Development,18,75,0,FALSE,0.8
598,250599,Jeremy Hernandez,Male,55,Egypt,Arabic,Machine Learning,6,40,3.6,TRUE,0.79
599,250600,Tina Shelton,Female,56,Spain,Spanish,DevOps,17,50,1.3,Unknown,0.87
600,250601,Dr. Pamela Larson,Female,28,Canada,English,Blockchain Development,1,75,2.7,TRUE,0.93
601,250602,Ryan Ewing,Male,60,United States,English,AI,39,100,1.5,Unknown,0.88
602,250603,Mark Cochran,Male,34,South Korea,Korean,Blockchain Development,15,20,0,FALSE,1
603,250604,Martha Carson,Female,38,Indonesia,Indonesian,AI,13,40,0,TRUE,0.61
604,250605,Heather Jackson,Female,51,South Korea,Korean,Web Development,17,100,3,FALSE,0.79
605,250606,Megan Young,Female,21,Japan,Japanese,Mobile Apps,1,30,1.2,Unknown,0.73
606,250607,Thomas Davis,Male,35,Italy,Italian,UI/UX Design,16,50,1.3,TRUE,0.64
607,250608,Thomas Mooney,Male,27,Brazil,Portuguese,Web Development,9,100,2.5,TRUE,0.79
608,250609,Susan Smith,Female,42,Turkey,Turkish,Mobile Apps,20,50,3.8,FALSE,0.93
609,250610,Brianna Orr,Female,52,Canada,English,Blockchain Development,29,30,3.8,FALSE,0.68
610,250611,Dustin Smith,Male,53,South Korea,Korean,Web Development,21,40,4.7,TRUE,0.62
611,250612,Sarah White,Female,54,Italy,Italian,Mobile Apps,28,40,1.1,FALSE,0.79
612,250613,Michael Davis,Male,51,Japan,Japanese,Graphic Design,5,50,4.2,TRUE,0.82
613,250614,Jennifer Phillips,Female,30,South Korea,Korean,Web Development,0,40,0,FALSE,0.79
614,250615,Dana Sanders,Female,45,Netherlands,Dutch,Machine Learning,27,75,0,Unknown,0.85
615,250616,Daniel Quinn,Male,57,Indonesia,Indonesian,Graphic Design,26,100,2.4,TRUE,0.78
616,250617,Matthew Steele,Male,38,Turkey,Turkish,Blockchain Development,19,40,0,TRUE,0.86
617,250618,Michele Taylor,Female,42,Russia,Russian,DevOps,24,40,2.5,FALSE,0.88
618,250619,Ashley Hammond,Female,30,South Africa,Afrikaans,DevOps,7,30,3.3,Unknown,0.68
619,250620,Nicole Taylor,Female,43,Australia,English,Web Development,13,100,1.4,TRUE,0.97
620,250621,Casey Bush,Male,22,Egypt,Arabic,UI/UX Design,2,75,1.7,FALSE,0.91
621,250622,Samuel Patterson,Male,57,Mexico,Spanish,Machine Learning,37,30,4.8,FALSE,0.79
622,250623,Craig Dennis,Male,44,United Kingdom,English,Graphic Design,1,40,4.8,FALSE,0.97
623,250624,Heidi Dixon,Female,46,China,Mandarin,DevOps,5,30,2,TRUE,0.64
624,250625,David Bishop,Male,41,Spain,Spanish,Blockchain Development,1,50,2.8,FALSE,0.87
625,250626,Laura Butler,Female,34,Australia,English,Data Analysis,2,100,0,FALSE,0.86
626,250627,Denise Erickson,Female,46,Italy,Italian,Mobile Apps,9,100,4.4,TRUE,0.97
627,250628,Nicole Austin,Female,22,France,French,Blockchain Development,0,30,4.9,FALSE,0.73
628,250629,Summer Williams,Female,23,South Africa,Afrikaans,AI,0,75,2.3,Unknown,0.6
629,250630,Angela Blackwell,Female,60,Turkey,Turkish,Web Development,41,40,4.9,TRUE,0.66
630,250631,Thomas Wall,Male,20,Canada,English,DevOps,9,75,4.3,FALSE,0.9
631,250632,Sarah Anderson,Female,41,South Korea,Korean,UI/UX Design,23,75,1.4,FALSE,0.79
632,250633,Christian Lane,Male,24,France,French,Mobile Apps,0,100,2.5,FALSE,0.79
633,250634,Todd Casey,Male,44,Netherlands,Dutch,Machine Learning,4,40,1.3,TRUE,0.77
634,250635,David Martinez,Male,52,China,Mandarin,UI/UX Design,4,75,2.3,TRUE,0.79
635,250636,Donald Salas,Male,35,Spain,Spanish,Machine Learning,13,40,3.6,FALSE,0.83
636,250637,Emma Hicks,Female,24,Netherlands,Dutch,DevOps,2,50,2.5,FALSE,0.64
637,250638,Alison Clark,Female,46,Australia,English,Cybersecurity,25,100,1.3,FALSE,0.8
638,250639,Andrew Barnes,Male,57,Mexico,Spanish,Mobile Apps,18,30,1.1,FALSE,0.9
639,250640,Gina Snyder,Female,49,Mexico,Spanish,Web Development,24,50,0,FALSE,0.94
640,250641,David Watson,Male,41,Japan,Japanese,AI,7,40,1.8,FALSE,0.7
641,250642,John Davis,Male,22,Mexico,Spanish,Machine Learning,1,20,2.5,TRUE,0.75
642,250643,Joseph Thomas,Male,50,Australia,English,Blockchain Development,17,75,3.3,TRUE,0.69
643,250644,Dean Finley,Male,57,Germany,German,Graphic Design,4,30,4.2,FALSE,0.79
644,250645,Ashley Kemp,Female,47,Mexico,Spanish,AI,29,50,2.5,TRUE,0.79
645,250646,Kenneth Evans,Male,24,South Africa,Afrikaans,Data Analysis,2,100,3.8,TRUE,0.71
646,250647,Brandon Newman,Male,41,India,Hindi,Cybersecurity,9,100,4.8,TRUE,0.72
647,250648,Katie Hensley,Female,50,Germany,German,DevOps,10,100,4.3,FALSE,0.93
648,250649,Joel Randolph,Male,46,Brazil,Portuguese,Machine Learning,20,40,4.8,TRUE,0.82
649,250650,Andrew Scott,Male,51,Australia,English,Cybersecurity,9,40,2.5,FALSE,0.6
650,250651,Zachary Ochoa,Male,51,United Kingdom,English,AI,12,20,4,FALSE,0.93
651,250652,John Arroyo,Male,27,United Kingdom,English,AI,3,50,2.5,FALSE,0.79
652,250653,Matthew Fernandez,Male,42,Spain,Spanish,Web Development,13,30,0,FALSE,0.74
653,250654,Benjamin Stark,Male,25,Germany,German,UI/UX Design,4,40,2.3,TRUE,0.73
654,250655,Tammy Greer,Female,32,Germany,German,Data Analysis,9,75,2.5,FALSE,0.96
655,250656,Cynthia Mckinney,Female,59,Canada,English,Graphic Design,14,30,3.8,Unknown,0.66
656,250657,Wendy Rice,Female,59,France,French,Cybersecurity,37,30,4,FALSE,0.62
657,250658,Randy Bender,Male,29,Germany,German,Graphic Design,2,75,2.2,TRUE,0.85
658,250659,Richard Dominguez,Male,58,China,Mandarin,AI,11,100,4.3,FALSE,0.66
659,250660,Melissa Maldonado,Female,56,Canada,English,Cybersecurity,19,20,0,FALSE,0.87
660,250661,Leah Harris,Female,36,United States,English,Machine Learning,9,20,0,TRUE,0.68
661,250662,Lynn French,Female,52,Canada,English,UI/UX Design,16,100,4,TRUE,0.79
662,250663,Angela Johnson,Female,42,Netherlands,Dutch,Mobile Apps,8,50,2.5,Unknown,0.79
663,250664,Sarah Edwards,Female,59,India,Hindi,Mobile Apps,34,100,2,TRUE,0.79
664,250665,Roy Collins,Male,33,Netherlands,Dutch,Mobile Apps,5,50,4.7,TRUE,0.88
665,250666,Samantha Porter,Female,55,Canada,English,Web Development,14,50,3.6,TRUE,0.81
666,250667,Juan Elliott,Male,47,South Korea,Korean,UI/UX Design,17,50,1.2,FALSE,0.79
667,250668,Elizabeth Phillips,Female,29,Mexico,Spanish,AI,10,40,4.4,TRUE,0.67
668,250669,Laura Evans,Female,30,United Kingdom,English,DevOps,8,100,1.4,TRUE,0.62
669,250670,Amanda Mitchell,Female,25,Canada,English,DevOps,1,30,3.2,FALSE,0.87
670,250671,Sandra Williams,Female,28,Egypt,Arabic,Cybersecurity,10,50,3.8,TRUE,0.98
671,250672,Eric Johnson,Male,29,South Korea,Korean,Blockchain Development,0,75,1.5,TRUE,0.64
672,250673,Javier Hobbs,Male,30,Spain,Spanish,Graphic Design,4,40,2.8,TRUE,0.71
673,250674,Jacob Jones,Male,47,Egypt,Arabic,AI,2,50,2.7,FALSE,0.96
674,250675,Zachary Murphy,Male,34,Australia,English,Blockchain Development,10,30,3.9,Unknown,0.79
675,250676,Joshua Owens,Male,45,United States,English,Graphic Design,16,100,4.6,FALSE,0.78
676,250677,Dawn Mitchell,Female,56,Spain,Spanish,Cybersecurity,27,20,2.2,FALSE,0.7
677,250678,Regina Dunn,Female,49,China,Mandarin,DevOps,20,50,2.5,FALSE,0.82
678,250679,Ernest Cole,Male,48,France,French,AI,10,40,3.1,FALSE,0.79
679,250680,Hannah Sanders,Female,29,South Korea,Korean,Graphic Design,0,20,2.5,TRUE,0.99
680,250681,Ellen Bowman,Female,49,Netherlands,Dutch,Web Development,11,75,3.8,TRUE,0.93
681,250682,Nancy Moore,Female,22,China,Mandarin,Blockchain Development,1,100,4.8,TRUE,0.75
682,250683,Joseph Wood,Male,52,Mexico,Spanish,Graphic Design,30,100,2.5,Unknown,0.61
683,250684,Michael Harrell,Male,60,Canada,English,Blockchain Development,7,30,0,FALSE,0.97
684,250685,Connie Mcclain,Female,33,Japan,Japanese,UI/UX Design,0,100,1.7,TRUE,0.95
685,250686,Matthew Baldwin,Male,52,South Korea,Korean,Graphic Design,21,40,4,Unknown,0.69
686,250687,Danielle Nelson,Female,25,Germany,German,DevOps,7,100,1.9,FALSE,0.63
687,250688,Steven Moore,Male,33,Japan,Japanese,Cybersecurity,9,30,4.4,TRUE,0.65
688,250689,Megan Hudson,Female,33,China,Mandarin,Mobile Apps,9,40,4.2,TRUE,0.9
689,250690,Lisa Johnson,Female,52,Canada,English,UI/UX Design,25,100,4.8,FALSE,0.79
690,250691,Tracy White,Female,20,Indonesia,Indonesian,Web Development,1,30,2,FALSE,0.89
691,250692,Natalie Diaz,Female,43,Russia,Russian,Data Analysis,7,50,2.5,TRUE,0.8
692,250693,Amanda Mitchell,Female,31,France,French,Mobile Apps,9,50,1.4,FALSE,0.8
693,250694,Karen Scott,Female,29,Germany,German,Data Analysis,6,100,1.8,FALSE,0.79
694,250695,Mary Brown,Female,53,South Africa,Afrikaans,Graphic Design,35,40,0,TRUE,0.67
695,250696,Jon Jones,Male,38,India,Hindi,Mobile Apps,1,40,0,FALSE,0.96
696,250697,Jason Phillips,Male,29,Spain,Spanish,Graphic Design,9,20,0,FALSE,0.9
697,250698,Eric Walsh,Male,42,South Korea,Korean,UI/UX Design,0,50,3.9,FALSE,0.62
698,250699,Carol Schneider,Female,54,United States,English,Machine Learning,9,100,2.5,FALSE,0.72
699,250700,Juan Hines,Male,56,China,Mandarin,UI/UX Design,18,50,4.4,TRUE,0.83
700,250701,Martha Sweeney,Female,47,Turkey,Turkish,Graphic Design,22,100,4.4,FALSE,0.7
701,250702,Jason Weaver,Male,45,Russia,Russian,Blockchain Development,25,50,0,FALSE,0.99
702,250703,Benjamin Stevens,Male,45,China,Mandarin,Data Analysis,6,50,1.4,Unknown,0.97
703,250704,Daniel Lopez,Male,35,Canada,English,Machine Learning,10,20,3.2,TRUE,0.77
704,250705,John Simpson,Male,51,Canada,English,DevOps,4,50,2,FALSE,0.92
705,250706,Katrina Schultz,Female,34,Spain,Spanish,Mobile Apps,11,50,3.3,TRUE,0.76
706,250707,Danielle Bell,Female,51,Indonesia,Indonesian,Graphic Design,1,50,0,TRUE,0.97
707,250708,Jason Brady,Male,58,Egypt,Arabic,Graphic Design,35,100,2.3,TRUE,0.79
708,250709,Megan Bright,Female,36,Netherlands,Dutch,Web Development,17,20,0,TRUE,0.99
709,250710,David Griffin,Male,41,Russia,Russian,AI,12,30,2.6,TRUE,0.79
710,250711,Michael Clark,Male,56,South Africa,Afrikaans,Machine Learning,30,40,3.3,TRUE,0.82
711,250712,Rebecca Barker,Female,58,Canada,English,Cybersecurity,20,75,3.6,TRUE,0.78
712,250713,Angela Smith,Female,58,United States,English,Cybersecurity,22,100,3.7,FALSE,0.79
713,250714,Christina Wright,Female,54,United Kingdom,English,AI,32,20,3.4,FALSE,0.79
714,250715,Todd Turner,Male,53,Australia,English,UI/UX Design,9,50,4,TRUE,0.72
715,250716,Elizabeth Green,Female,43,Australia,English,Web Development,22,40,4.5,Unknown,0.79
716,250717,Alex Smith,Male,44,South Korea,Korean,Machine Learning,1,75,4.3,TRUE,0.79
717,250718,Shane Hale,Male,34,Canada,English,Cybersecurity,4,75,4,TRUE,0.79
718,250719,Kathy Grimes,Female,27,Brazil,Portuguese,Mobile Apps,8,50,1.6,TRUE,0.79
719,250720,David Cherry,Male,50,Japan,Japanese,Data Analysis,3,100,0,TRUE,0.79
720,250721,Rachel Rogers,Female,52,South Korea,Korean,UI/UX Design,30,75,2.5,FALSE,0.94
721,250722,Travis Braun,Male,57,Spain,Spanish,Blockchain Development,11,20,4.9,TRUE,0.79
722,250723,Shawna Palmer,Female,53,Mexico,Spanish,DevOps,8,20,2.8,TRUE,0.79
723,250724,Bradley Gaines,Male,51,Turkey,Turkish,UI/UX Design,11,30,3.6,TRUE,0.77
724,250725,April Ford,Female,37,Canada,English,Cybersecurity,9,50,2.5,TRUE,0.84
725,250726,James Gonzalez,Male,40,Spain,Spanish,Web Development,7,40,4.5,Unknown,0.79
726,250727,John Castillo,Male,60,Japan,Japanese,Data Analysis,24,40,3.1,FALSE,0.69
727,250728,Ian Hayes,Male,60,France,French,UI/UX Design,0,40,4.9,TRUE,0.68
728,250729,Christine Castro,Female,53,South Korea,Korean,UI/UX Design,21,30,4.2,TRUE,0.73
729,250730,Jessica Chaney,Female,20,Mexico,Spanish,Blockchain Development,0,75,3.2,TRUE,0.74
730,250731,John Gray,Male,42,Russia,Russian,Web Development,7,20,2.5,FALSE,1
731,250732,Shane Booker,Male,21,United Kingdom,English,Mobile Apps,3,40,0,FALSE,0.87
732,250733,Kyle Hall,Male,39,Germany,German,Web Development,21,100,2.2,FALSE,0.79
733,250734,Ronald Munoz,Male,32,India,Hindi,Blockchain Development,9,30,1.5,FALSE,0.68
734,250735,Christopher Long,Male,35,Germany,German,Data Analysis,9,100,2.5,FALSE,0.84
735,250736,Sandra Ali,Female,35,France,French,UI/UX Design,17,50,3.1,FALSE,0.71
736,250737,Jessica Garza,Female,23,Argentina,Spanish,UI/UX Design,0,75,0,FALSE,0.92
737,250738,Gregory Waters,Male,26,Netherlands,Dutch,AI,6,100,2.5,FALSE,0.69
738,250739,Misty Adams,Female,34,Canada,English,Machine Learning,3,40,0,TRUE,0.71
739,250740,Megan Brown,Female,34,Germany,German,Blockchain Development,3,40,2.5,FALSE,0.77
740,250741,Gregory Brown,Male,57,Italy,Italian,Web Development,31,50,3,TRUE,0.87
741,250742,Scott Alexander MD,Male,46,Canada,English,Web Development,5,30,2.6,FALSE,0.76
742,250743,Eric Nguyen,Male,55,India,Hindi,AI,37,75,4.1,FALSE,0.79
743,250744,Wendy Boyer,Female,32,Australia,English,DevOps,10,50,1.5,FALSE,0.65
744,250745,Mark Clark,Male,53,Indonesia,Indonesian,AI,28,50,2.9,TRUE,0.82
745,250746,Carl Kline,Male,59,Mexico,Spanish,AI,0,100,0,TRUE,0.87
746,250747,Linda Williams,Female,44,Netherlands,Dutch,Machine Learning,19,40,4.9,FALSE,1
747,250748,Jason Edwards,Male,35,Egypt,Arabic,Blockchain Development,9,50,3,FALSE,0.71
748,250749,Madison Mcintosh,Female,42,China,Mandarin,Machine Learning,5,30,4.9,TRUE,0.87
749,250750,Desiree Winters,Female,58,South Korea,Korean,Blockchain Development,0,30,4.6,FALSE,0.7
750,250751,Ryan Taylor,Male,41,Netherlands,Dutch,AI,21,100,2.2,TRUE,0.83
751,250752,Patricia Scott,Female,41,Argentina,Spanish,Web Development,0,40,2.5,TRUE,0.74
752,250753,Erin Jimenez,Female,23,Canada,English,Blockchain Development,0,30,1.1,TRUE,0.86
753,250754,Anthony Krause,Male,51,China,Mandarin,Blockchain Development,17,40,4.5,TRUE,0.72
754,250755,Diane Dean,Female,42,France,French,AI,21,40,2.5,TRUE,0.73
755,250756,Stuart Mckinney,Male,26,Japan,Japanese,Data Analysis,7,75,2.9,FALSE,0.78
756,250757,Kellie Le,Female,49,Indonesia,Indonesian,AI,22,75,0,TRUE,0.79
757,250758,Lauren Henry,Female,37,Italy,Italian,DevOps,9,75,3.5,FALSE,0.75
758,250759,Brandon Fox,Male,31,Australia,English,AI,1,40,4.5,FALSE,0.96
759,250760,Richard Smith,Male,51,South Korea,Korean,Mobile Apps,5,40,1.7,TRUE,0.61
760,250761,John White,Male,60,China,Mandarin,DevOps,40,50,4.6,TRUE,1
761,250762,Gilbert Mcintyre,Male,51,Canada,English,Blockchain Development,19,50,2.5,TRUE,0.82
762,250763,Christopher Sparks,Male,37,Germany,German,Graphic Design,12,40,4.9,TRUE,0.8
763,250764,Aaron Hicks,Male,52,India,Hindi,Blockchain Development,7,40,2.2,Unknown,0.96
764,250765,Jose Patterson,Male,27,Indonesia,Indonesian,Blockchain Development,4,20,2.5,FALSE,0.63
765,250766,Bryan Long,Male,48,Australia,English,Graphic Design,24,40,2.2,FALSE,0.67
766,250767,Tammy Gomez,Female,22,Japan,Japanese,Data Analysis,1,30,3.3,TRUE,0.61
767,250768,Diana Raymond,Female,48,Germany,German,Mobile Apps,28,30,4.9,FALSE,0.77
768,250769,Jessica Armstrong,Female,54,United States,English,Mobile Apps,19,75,0,Unknown,0.79
769,250770,Amanda Martin,Female,52,South Korea,Korean,Data Analysis,4,50,2.5,FALSE,0.84
770,250771,Anne Hamilton,Female,39,Turkey,Turkish,Web Development,20,100,2.5,TRUE,0.89
771,250772,Heather Curtis,Female,54,Russia,Russian,Mobile Apps,19,30,4,Unknown,0.9
772,250773,Tiffany Moses,Female,22,United States,English,Cybersecurity,1,20,4.8,FALSE,0.87
773,250774,Jacqueline Moon,Female,29,South Africa,Afrikaans,Mobile Apps,8,50,0,FALSE,0.77
774,250775,James Campbell,Male,23,Spain,Spanish,DevOps,3,30,1.6,TRUE,0.72
775,250776,Melissa Vasquez,Female,58,Mexico,Spanish,DevOps,30,50,1.3,TRUE,0.87
776,250777,Katherine Carlson,Female,56,China,Mandarin,Blockchain Development,3,40,4.1,TRUE,0.89
777,250778,Adam Clay,Male,48,Turkey,Turkish,Web Development,19,40,1.5,FALSE,0.87
778,250779,Amy Combs,Female,31,Russia,Russian,Mobile Apps,11,40,4.3,TRUE,0.76
779,250780,Anthony Case,Male,44,Australia,English,Machine Learning,26,50,1.6,Unknown,1
780,250781,Kimberly Brown,Female,42,Egypt,Arabic,Mobile Apps,10,100,3.7,TRUE,0.94
781,250782,Joshua Holloway,Male,59,United States,English,Cybersecurity,17,50,1.4,TRUE,0.79
782,250783,Cynthia Walton,Female,41,Argentina,Spanish,Blockchain Development,9,100,4.5,TRUE,0.83
783,250784,Shawn Delgado,Male,21,China,Mandarin,Data Analysis,0,40,3.7,FALSE,0.74
784,250785,Jeremy Smith,Male,53,United Kingdom,English,DevOps,5,75,1.1,FALSE,0.92
785,250786,Marc Ortiz,Male,35,Argentina,Spanish,Mobile Apps,15,40,3.7,FALSE,0.66
786,250787,Michelle Gregory,Female,25,Brazil,Portuguese,Machine Learning,3,50,3.2,TRUE,0.74
787,250788,Melanie Gay,Female,23,Italy,Italian,UI/UX Design,1,30,5,FALSE,0.97
788,250789,Brittany Lambert,Female,56,Egypt,Arabic,Graphic Design,13,30,0,Unknown,0.77
789,250790,Mary Hernandez,Female,31,Mexico,Spanish,UI/UX Design,6,50,3.5,FALSE,0.86
790,250791,Jonathan Jones,Male,24,United States,English,Cybersecurity,4,50,3.1,FALSE,0.95
791,250792,Gina Williams,Female,35,Brazil,Portuguese,Cybersecurity,7,50,3.9,FALSE,0.72
792,250793,Kelly Lawson,Female,20,Spain,Spanish,AI,1,40,3.5,FALSE,0.71
793,250794,Keith Smith,Male,26,Australia,English,Data Analysis,5,100,2.5,TRUE,0.93
794,250795,Christopher Hunter,Male,54,United Kingdom,English,DevOps,29,40,3.1,TRUE,0.79
795,250796,Dwayne Parks,Male,53,Russia,Russian,Cybersecurity,12,100,4.7,TRUE,0.87
796,250797,Mary Hall,Female,33,Canada,English,DevOps,4,50,1.9,FALSE,0.73
797,250798,Jake Gilmore,Male,43,Netherlands,Dutch,Web Development,12,40,1.6,TRUE,0.74
798,250799,Mark Lopez,Male,37,Canada,English,DevOps,3,20,2.5,FALSE,0.62
799,250800,Dana Rice,Female,58,France,French,Data Analysis,15,20,3.5,Unknown,0.98
800,250801,Beth Young,Female,39,Spain,Spanish,Mobile Apps,15,50,2.5,FALSE,0.8
801,250802,Ryan Powell,Male,43,Turkey,Turkish,Graphic Design,13,20,1.2,TRUE,0.69
802,250803,Amanda Fowler,Female,40,Spain,Spanish,Blockchain Development,20,30,2.5,FALSE,0.9
803,250804,Lindsay Rivera,Female,51,United Kingdom,English,Machine Learning,30,75,2.5,TRUE,0.74
804,250805,Mark Ward,Male,23,Germany,German,AI,4,50,4.5,FALSE,0.98
805,250806,Amanda Smith,Female,31,Indonesia,Indonesian,Graphic Design,9,20,2.5,TRUE,0.84
806,250807,Emily Brown,Female,44,Russia,Russian,Web Development,3,20,5,TRUE,0.75
807,250808,Dwayne Cardenas,Male,56,Germany,German,Mobile Apps,23,75,3.9,TRUE,0.79
808,250809,Dr. Rhonda Hernandez,Female,48,Australia,English,Cybersecurity,5,100,1.8,TRUE,0.97
809,250810,Melody Barker,Female,46,Russia,Russian,Web Development,28,30,4.2,TRUE,0.79
810,250811,Russell Carpenter,Male,21,Egypt,Arabic,AI,0,20,2.6,FALSE,0.64
811,250812,Richard Hill,Male,52,Russia,Russian,Data Analysis,30,30,2,TRUE,0.68
812,250813,Lindsay Potts,Female,39,Russia,Russian,Graphic Design,20,75,2.7,TRUE,0.67
813,250814,Michelle Campbell,Female,31,Australia,English,Mobile Apps,0,30,2.3,FALSE,0.79
814,250815,Alan Williams,Male,22,South Korea,Korean,UI/UX Design,4,40,3.8,TRUE,1
815,250816,Robin Hinton,Female,38,United Kingdom,English,UI/UX Design,10,40,2.5,FALSE,0.66
816,250817,Brian Holland,Male,44,Argentina,Spanish,Graphic Design,24,75,4.6,FALSE,0.97
817,250818,Adam Stone,Male,53,Indonesia,Indonesian,Machine Learning,21,100,3.4,FALSE,0.62
818,250819,Curtis Lambert,Male,22,China,Mandarin,Data Analysis,2,20,2.5,FALSE,0.79
819,250820,Alexandra Sims,Female,40,India,Hindi,Blockchain Development,14,75,0,TRUE,0.79
820,250821,Brenda Spencer,Female,49,China,Mandarin,Mobile Apps,15,40,3.9,FALSE,0.86
821,250822,Joshua Bush,Male,30,Australia,English,UI/UX Design,11,30,4.2,FALSE,0.65
822,250823,Erin Martin,Female,37,Japan,Japanese,AI,6,20,2.5,Unknown,0.99
823,250824,Alexander Hogan,Male,21,Egypt,Arabic,Graphic Design,2,100,3.6,FALSE,0.85
824,250825,William Harris,Male,20,South Korea,Korean,AI,1,50,2.5,TRUE,0.81
825,250826,Michael Mcmahon,Male,20,China,Mandarin,Data Analysis,2,40,2.1,FALSE,0.64
826,250827,Michael Watson,Male,20,Argentina,Spanish,Machine Learning,2,20,3.9,FALSE,0.84
827,250828,Lori Perez,Female,26,Russia,Russian,Machine Learning,2,40,0,Unknown,0.66
828,250829,Lindsay Le,Female,50,South Korea,Korean,Web Development,12,75,0,FALSE,0.75
829,250830,Scott Long,Male,50,Spain,Spanish,AI,28,30,1.8,Unknown,0.79
830,250831,Diana Ferguson,Female,54,Indonesia,Indonesian,AI,4,20,1.1,TRUE,0.63
831,250832,Joseph Miller,Male,54,Spain,Spanish,Blockchain Development,3,20,1.6,TRUE,0.7
832,250833,Julia Reid,Female,34,Egypt,Arabic,Machine Learning,4,30,3.1,Unknown,0.9
833,250834,Samantha Matthews,Female,20,Italy,Italian,DevOps,1,50,3.4,TRUE,0.79
834,250835,Brian Bailey,Male,29,Germany,German,AI,8,40,3.1,FALSE,0.6
835,250836,Toni Hinton,Female,57,United Kingdom,English,DevOps,11,75,2.3,FALSE,0.79
